years,시도,시군구,계약종별,지점명,month,전력량
2024,충청남도,천안시,가로등,천안,1,2768978
2024,충청남도,금산군,가로등,금산,1,485459
2024,충청남도,계룡시,가로등,계룡,1,275055
2024,충청남도,논산시,가로등,논산,1,1018002
2024,충청남도,부여군,가로등,부여,1,721550
2024,충청남도,서천군,가로등,서천,1,942507
2024,충청남도,청양군,가로등,청양,1,621946
2024,충청남도,홍성군,가로등,홍성,1,969474
2024,충청남도,예산군,가로등,예산,1,887489
2024,충청남도,당진시,가로등,당진,1,1445492
2024,충청남도,태안군,가로등,태안,1,950490
2024,세종특별자치시,세종시,가로등,세종,1,3508720
2017,대전광역시,대전,가로등,동,2,1150457
2017,대전광역시,대전,가로등,중,2,993803
2017,대전광역시,대전,가로등,서,2,2194355
2017,대전광역시,대전,가로등,대덕,2,1058416
2017,대전광역시,대전,가로등,유성,2,2516582
2017,충청북도,충주시,가로등,충주,2,2798146
2017,충청북도,제천시,가로등,제천,2,1480092
2017,충청북도,보은군,가로등,보은,2,518139
2017,충청북도,옥천군,가로등,옥천,2,797520
2017,충청북도,영동군,가로등,영동,2,699702
2017,충청북도,진천군,가로등,진천,2,964084
2017,충청북도,괴산군,가로등,괴산,2,1094781
2017,충청북도,음성군,가로등,음성,2,1230660
2017,충청북도,단양군,가로등,단양,2,732220
2017,충청북도,청주시,가로등,청주,2,5002805
2017,충청북도,증평군,가로등,증평,2,344064
2017,충청남도,아산시,가로등,아산,2,1852343
2017,충청남도,보령시,가로등,보령,2,858393
2017,충청남도,공주시,가로등,공주,2,1594157
2017,충청남도,서산시,가로등,서산,2,1146760
2017,충청남도,천안시,가로등,천안,2,2736858
2017,충청남도,금산군,가로등,금산,2,836774
2017,충청남도,계룡시,가로등,계룡,2,242318
2017,충청남도,논산시,가로등,논산,2,808055
2017,충청남도,부여군,가로등,부여,2,859471
2017,충청남도,서천군,가로등,서천,2,762891
2017,충청남도,청양군,가로등,청양,2,752081
2017,충청남도,홍성군,가로등,홍성,2,720073
2017,충청남도,예산군,가로등,예산,2,805659
2017,충청남도,당진시,가로등,당진,2,1209841
2017,충청남도,태안군,가로등,태안,2,594552
2017,세종특별자치시,세종시,가로등,세종,2,2663312
2021,대전광역시,대전,가로등,동,2,1000174
2021,대전광역시,대전,가로등,중,2,894866
2021,대전광역시,대전,가로등,서,2,1768180
2021,대전광역시,대전,가로등,대덕,2,960885
2021,대전광역시,대전,가로등,유성,2,2355660
2021,충청북도,충주시,가로등,충주,2,2722300
2021,충청북도,제천시,가로등,제천,2,1401089
2021,충청북도,보은군,가로등,보은,2,652368
2021,충청북도,옥천군,가로등,옥천,2,636328
2021,충청북도,영동군,가로등,영동,2,658986
2021,충청북도,진천군,가로등,진천,2,732199
2021,충청북도,괴산군,가로등,괴산,2,1272956
2021,충청북도,음성군,가로등,음성,2,1348747
2021,충청북도,단양군,가로등,단양,2,842177
2021,충청북도,청주시,가로등,청주,2,5275132
2021,충청북도,증평군,가로등,증평,2,367808
2021,충청남도,아산시,가로등,아산,2,2038508
2021,충청남도,보령시,가로등,보령,2,798799
2021,충청남도,공주시,가로등,공주,2,1403522
2021,충청남도,서산시,가로등,서산,2,1039337
2021,충청남도,천안시,가로등,천안,2,2588525
2021,충청남도,금산군,가로등,금산,2,497690
2021,충청남도,계룡시,가로등,계룡,2,270449
2021,충청남도,논산시,가로등,논산,2,880804
2021,충청남도,부여군,가로등,부여,2,595197
2021,충청남도,서천군,가로등,서천,2,884033
2021,충청남도,청양군,가로등,청양,2,729174
2021,충청남도,홍성군,가로등,홍성,2,796576
2021,충청남도,예산군,가로등,예산,2,830413
2021,충청남도,당진시,가로등,당진,2,1238680
2021,충청남도,태안군,가로등,태안,2,767540
2021,세종특별자치시,세종시,가로등,세종,2,3111585
2015,대전광역시,대전,가로등,동,2,1039473
2015,대전광역시,대전,가로등,중,2,946616
2015,대전광역시,대전,가로등,서,2,1909191
2015,대전광역시,대전,가로등,대덕,2,1021353
2015,대전광역시,대전,가로등,유성,2,2028718
2015,충청북도,충주시,가로등,충주,2,2287558
2015,충청북도,제천시,가로등,제천,2,1234646
2015,충청북도,보은군,가로등,보은,2,455612
2015,충청북도,옥천군,가로등,옥천,2,663941
2015,충청북도,영동군,가로등,영동,2,540872
2015,충청북도,진천군,가로등,진천,2,874104
2015,충청북도,괴산군,가로등,괴산,2,1029635
2015,충청북도,음성군,가로등,음성,2,1131205
2015,충청북도,단양군,가로등,단양,2,753701
2015,충청북도,청주시,가로등,청주,2,4504877
2015,충청북도,증평군,가로등,증평,2,314953
2015,충청남도,아산시,가로등,아산,2,1499105
2015,충청남도,보령시,가로등,보령,2,1051990
2015,충청남도,공주시,가로등,공주,2,1563292
2015,충청남도,서산시,가로등,서산,2,1037709
2015,충청남도,천안시,가로등,천안,2,2578731
2015,충청남도,금산군,가로등,금산,2,850758
2015,충청남도,계룡시,가로등,계룡,2,227257
2015,충청남도,논산시,가로등,논산,2,919589
2015,충청남도,부여군,가로등,부여,2,887229
2015,충청남도,서천군,가로등,서천,2,755986
2015,충청남도,청양군,가로등,청양,2,465712
2015,충청남도,홍성군,가로등,홍성,2,930113
2015,충청남도,예산군,가로등,예산,2,802267
2015,충청남도,당진시,가로등,당진,2,999405
2015,충청남도,태안군,가로등,태안,2,556994
2015,세종특별자치시,세종시,가로등,세종,2,2139609
2019,대전광역시,대전,가로등,동,2,1237581
2019,대전광역시,대전,가로등,중,2,954512
2019,대전광역시,대전,가로등,서,2,2224911
2019,대전광역시,대전,가로등,대덕,2,1038040
2019,대전광역시,대전,가로등,유성,2,2596061
2019,충청북도,충주시,가로등,충주,2,2917171
2019,충청북도,제천시,가로등,제천,2,1507932
2019,충청북도,보은군,가로등,보은,2,620940
2019,충청북도,옥천군,가로등,옥천,2,699722
2019,충청북도,영동군,가로등,영동,2,734689
2019,충청북도,진천군,가로등,진천,2,943126
2019,충청북도,괴산군,가로등,괴산,2,1285544
2019,충청북도,음성군,가로등,음성,2,1340610
2019,충청북도,단양군,가로등,단양,2,802973
2019,충청북도,청주시,가로등,청주,2,5191818
2019,충청북도,증평군,가로등,증평,2,357068
2019,충청남도,아산시,가로등,아산,2,1946499
2019,충청남도,보령시,가로등,보령,2,861231
2019,충청남도,공주시,가로등,공주,2,1495376
2019,충청남도,서산시,가로등,서산,2,1368217
2019,충청남도,천안시,가로등,천안,2,2570184
2019,충청남도,금산군,가로등,금산,2,673993
2019,충청남도,계룡시,가로등,계룡,2,269561
2019,충청남도,논산시,가로등,논산,2,828782
2019,충청남도,부여군,가로등,부여,2,638682
2019,충청남도,서천군,가로등,서천,2,888338
2019,충청남도,청양군,가로등,청양,2,701723
2019,충청남도,홍성군,가로등,홍성,2,746285
2019,충청남도,예산군,가로등,예산,2,835158
2019,충청남도,당진시,가로등,당진,2,1287825
2019,충청남도,태안군,가로등,태안,2,676129
2019,세종특별자치시,세종시,가로등,세종,2,2874552
2023,대전광역시,대전,가로등,동,2,927395
2023,대전광역시,대전,가로등,중,2,891160
2023,대전광역시,대전,가로등,서,2,1572512
2023,대전광역시,대전,가로등,대덕,2,975722
2023,대전광역시,대전,가로등,유성,2,2233153
2023,충청북도,충주시,가로등,충주,2,2759493
2023,충청북도,제천시,가로등,제천,2,1427510
2023,충청북도,보은군,가로등,보은,2,606382
2023,충청북도,옥천군,가로등,옥천,2,695247
2023,충청북도,영동군,가로등,영동,2,662395
2023,충청북도,진천군,가로등,진천,2,773673
2023,충청북도,괴산군,가로등,괴산,2,1293346
